Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Speed daily mean [80 m above gnd];Wind Direction daily mean [80 m above gnd];Wind Speed daily mean [900 mb];Wind Direction daily mean [900 mb];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Speed daily max [80 m above gnd];Wind Speed daily min [80 m above gnd];Wind Speed daily max [900 mb];Wind Speed daily min [900 mb];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
1988;09;29;00;00;14.58;78.12;1018.33;3.50;0.00;71.75;71.96;69.38;66.79;66.24;2130.66;10.53;270.68;17.85;279.24;39.89;275.02;28.39;19.42;10.84;96.00;60.00;1022.30;1015.10;100.00;12.00;100.00;17.00;100.00;6.00;100.00;1.00;16.62;4.30;31.19;5.97;72.31;14.13;39.60;6.84
1988;09;30;00;00;11.13;92.58;1024.75;12.90;0.00;100.00;52.92;100.00;100.00;0.00;1316.31;4.68;92.04;7.23;49.24;15.50;86.80;10.22;12.32;9.73;98.00;84.00;1026.80;1022.60;100.00;100.00;100.00;0.00;100.00;100.00;100.00;100.00;8.89;1.82;14.70;4.04;43.56;8.30;21.24;3.60
1988;10;01;00;00;13.19;88.50;1027.01;1.70;0.00;99.12;1.75;31.46;99.12;1.66;2002.50;9.28;44.84;10.29;50.81;34.49;79.07;16.93;16.88;10.52;97.00;73.00;1028.10;1025.50;100.00;79.00;22.00;0.00;100.00;0.00;100.00;79.00;13.08;4.55;14.81;7.83;45.90;17.29;23.40;7.56
1988;10;02;00;00;16.02;86.54;1025.03;0.00;0.00;84.00;19.54;21.50;68.08;31.91;3317.92;3.31;70.05;3.72;85.28;5.95;131.74;5.86;20.12;13.57;100.00;72.00;1027.00;1021.90;100.00;9.00;62.00;0.00;100.00;0.00;100.00;0.00;6.65;0.74;6.52;1.44;24.62;1.08;9.36;3.60
1988;10;03;00;00;16.85;85.04;1021.06;0.00;0.00;89.21;43.83;75.33;69.04;86.17;3299.23;3.29;134.57;4.38;181.45;8.43;169.97;6.74;21.76;13.61;100.00;63.00;1024.80;1017.60;100.00;15.00;100.00;0.00;100.00;12.00;100.00;0.00;9.50;0.74;19.65;0.47;27.87;2.50;17.64;2.88
1988;10;04;00;00;15.04;81.12;1018.75;5.60;0.00;60.46;1.62;29.71;60.46;284.56;2972.60;4.92;189.58;6.65;180.48;13.39;227.54;8.94;19.41;11.95;96.00;61.00;1021.70;1015.10;100.00;0.00;14.00;0.00;100.00;0.00;100.00;0.00;13.67;1.49;24.22;2.23;38.91;1.10;19.08;3.60
1988;10;05;00;00;13.31;79.58;1013.66;0.50;0.00;75.99;53.58;68.00;36.38;0.00;2517.81;13.74;200.67;20.02;206.72;40.08;243.95;28.33;18.90;8.91;92.00;63.00;1015.50;1012.50;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;24.82;4.59;34.29;8.35;71.44;12.09;43.20;9.00
1988;10;06;00;00;11.96;86.79;1011.58;3.30;0.00;98.92;55.38;66.58;98.92;0.00;1526.35;20.46;238.12;28.60;238.84;59.57;246.25;38.70;13.75;10.48;93.00;73.00;1014.30;1006.90;100.00;74.00;100.00;0.00;100.00;0.00;100.00;74.00;25.29;17.71;35.46;22.26;70.64;43.36;46.08;32.40
1988;10;07;00;00;12.65;79.92;1005.69;6.90;0.00;76.71;29.25;51.04;76.04;326.17;3368.65;26.82;246.50;35.85;244.49;62.73;252.77;48.72;14.50;9.85;96.00;55.00;1008.80;1004.10;100.00;5.00;100.00;0.00;100.00;0.00;100.00;5.00;37.91;15.06;51.87;16.88;83.19;52.49;57.24;35.28
1988;10;08;00;00;9.04;83.88;1014.82;5.70;0.00;74.88;27.12;41.54;54.00;169.60;2271.28;26.04;247.87;37.61;253.47;62.74;258.69;39.99;12.15;6.60;100.00;67.00;1017.70;1009.60;100.00;5.00;100.00;0.00;100.00;0.00;100.00;0.00;35.03;7.63;51.40;13.49;82.92;45.51;53.64;21.60
1988;10;09;00;00;13.86;79.17;1011.61;0.00;0.00;64.88;41.17;40.46;64.88;286.82;2934.33;13.56;198.12;21.62;206.76;53.58;241.62;33.34;22.22;7.86;98.00;44.00;1017.40;1007.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;22.19;8.35;43.25;13.77;62.75;41.52;45.00;14.40
1988;10;10;00;00;13.66;91.21;1014.96;7.10;0.00;96.83;94.25;96.17;90.54;0.00;1026.17;10.96;242.41;19.62;244.52;39.55;264.01;23.93;14.88;11.58;100.00;85.00;1018.90;1009.90;100.00;35.00;100.00;19.00;100.00;19.00;100.00;16.00;19.92;3.33;39.98;5.55;76.46;11.42;42.12;6.48
1988;10;11;00;00;12.88;95.50;1012.30;7.30;0.00;98.62;100.00;98.62;96.62;0.00;1186.37;5.74;120.62;5.90;120.85;11.50;133.05;9.09;15.33;10.27;100.00;88.00;1018.80;1007.70;100.00;83.00;100.00;100.00;100.00;83.00;100.00;53.00;9.44;1.21;7.63;2.97;19.61;3.32;18.72;0.72
1988;10;12;00;00;13.96;89.38;1010.90;25.10;0.00;100.00;67.58;82.83;99.62;0.00;1755.08;6.15;248.70;8.65;246.33;22.09;263.33;13.62;16.24;11.55;98.00;69.00;1013.60;1007.60;100.00;100.00;100.00;0.00;100.00;0.00;100.00;91.00;10.15;1.56;16.74;3.24;37.20;5.29;20.16;0.36
1988;10;13;00;00;14.07;87.42;1015.10;0.00;0.00;73.96;52.29;35.50;57.00;274.41;3156.83;4.94;98.57;7.41;97.07;15.94;144.49;12.61;18.95;10.55;98.00;65.00;1017.20;1013.80;100.00;10.00;100.00;0.00;100.00;0.00;100.00;0.00;8.91;2.51;17.49;3.62;29.64;3.22;26.28;6.12
1988;10;14;00;00;16.63;79.58;1016.25;0.00;0.00;53.29;47.38;50.92;41.21;437.79;3687.27;3.18;91.16;3.89;108.14;6.58;141.56;7.05;22.43;12.51;99.00;51.00;1019.20;1014.80;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.38;1.18;7.41;0.59;16.77;1.54;15.12;1.80
1988;10;15;00;00;16.55;86.75;1022.26;0.00;0.00;48.58;14.50;8.25;41.04;482.59;3602.72;5.38;79.21;5.98;81.75;15.66;78.94;11.18;23.31;11.74;100.00;61.00;1024.00;1019.70;100.00;0.00;47.00;0.00;100.00;0.00;100.00;0.00;9.83;2.95;10.07;3.56;27.04;6.67;18.72;6.12
1988;10;16;00;00;18.98;86.21;1021.04;0.00;0.00;53.19;32.88;52.21;36.58;517.06;3557.33;4.05;87.73;3.83;93.46;5.64;189.17;6.88;25.21;15.26;98.00;66.00;1023.30;1018.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.92;3.30;5.77;1.80;8.45;1.35;7.92;5.76
1988;10;17;00;00;19.67;82.21;1019.56;0.00;0.00;64.55;50.58;41.88;34.92;392.08;3498.59;3.22;96.70;3.42;104.94;4.78;238.76;5.73;26.42;14.58;99.00;56.00;1021.70;1016.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.01;2.18;5.45;1.85;9.30;0.57;7.56;3.60
1988;10;18;00;00;19.98;80.46;1013.66;0.00;0.00;90.07;66.25;90.00;25.88;1.52;2369.18;4.46;104.68;5.29;112.66;15.28;137.62;9.09;25.67;14.60;98.00;52.00;1017.50;1008.70;100.00;14.70;100.00;4.00;100.00;13.00;100.00;0.00;6.33;1.00;8.52;2.02;31.99;3.39;19.80;3.24
1988;10;19;00;00;16.96;95.38;1010.66;15.80;0.00;90.33;70.17;87.54;77.46;47.16;684.41;4.04;182.63;7.14;127.23;12.16;202.18;7.24;18.11;15.93;100.00;88.00;1011.80;1009.00;100.00;10.00;100.00;0.00;100.00;3.00;100.00;3.00;5.63;2.66;10.42;4.62;28.90;3.69;10.44;4.68
1988;10;20;00;00;13.91;92.08;1018.00;20.40;0.00;95.36;50.12;94.08;86.54;44.12;900.68;11.33;268.75;16.25;248.37;32.35;236.61;17.90;16.24;10.29;98.00;80.00;1024.50;1011.70;100.00;24.60;100.00;0.00;100.00;2.00;100.00;0.00;28.67;1.89;41.29;2.09;76.88;3.79;42.12;1.80
1988;10;21;00;00;11.23;84.12;1023.84;0.00;0.00;92.12;0.00;37.12;91.62;0.00;1957.11;3.59;156.99;5.90;166.68;14.31;208.29;8.64;13.21;9.52;96.00;74.00;1024.40;1022.80;100.00;3.00;0.00;0.00;98.00;0.00;100.00;3.00;5.52;1.89;11.95;2.16;33.24;4.24;16.92;1.80
1988;10;22;00;00;10.77;88.96;1023.10;0.00;0.00;61.19;7.58;6.96;56.25;137.60;2704.71;3.81;97.73;5.17;103.36;12.17;89.17;8.73;15.13;7.41;100.00;75.00;1025.60;1020.00;100.00;1.00;42.00;0.00;53.00;0.00;100.00;0.00;5.64;1.81;12.29;2.87;27.04;4.14;20.16;4.68
1988;10;23;00;00;12.61;81.08;1018.74;0.00;0.00;87.08;51.75;46.04;65.58;17.87;2678.90;4.18;188.41;5.48;193.97;14.66;224.01;9.22;18.48;8.06;97.00;58.00;1020.40;1016.80;100.00;2.00;100.00;0.00;100.00;0.00;100.00;0.00;7.55;2.36;8.48;3.14;28.95;3.49;15.48;3.96
1988;10;24;00;00;13.39;83.83;1021.27;2.90;0.00;88.21;42.83;59.25;77.08;28.09;1859.21;7.09;249.27;8.74;255.28;25.24;279.44;12.93;16.63;10.37;95.00;73.00;1024.20;1018.00;100.00;5.00;100.00;0.00;100.00;0.00;100.00;1.00;12.92;3.61;17.88;4.88;31.51;18.40;19.44;7.92
1988;10;25;00;00;12.96;86.67;1024.19;0.00;0.00;63.23;79.58;43.62;45.88;222.29;2651.31;3.13;130.86;4.45;124.42;10.67;164.69;7.36;16.91;10.31;99.00;65.00;1025.30;1022.60;100.00;2.10;100.00;7.00;100.00;0.00;100.00;0.00;6.52;0.59;8.89;1.59;22.26;4.89;16.56;1.80
1988;10;26;00;00;12.63;80.25;1020.40;0.00;0.00;41.50;53.25;38.17;5.54;372.75;3151.49;3.93;119.55;4.49;130.49;12.05;181.83;7.81;19.35;7.77;98.00;60.00;1023.10;1017.40;100.00;0.00;100.00;0.00;100.00;0.00;73.00;0.00;5.23;2.11;7.99;2.94;21.28;6.91;10.44;5.40
1988;10;27;00;00;13.30;77.62;1018.14;0.00;0.00;14.07;18.46;10.79;0.00;488.64;3134.58;6.34;182.59;11.44;188.89;29.86;247.23;15.57;21.98;4.93;96.00;54.00;1019.80;1016.60;53.00;3.00;37.00;10.00;53.00;0.00;0.00;0.00;10.48;4.77;20.93;6.16;52.30;20.00;25.92;10.44
1988;10;28;00;00;15.52;79.71;1021.94;0.00;0.00;80.08;37.75;64.54;54.38;9.57;2637.96;4.40;224.97;7.76;237.21;25.39;268.36;11.12;20.46;10.57;95.00;63.00;1023.10;1020.20;100.00;3.00;100.00;0.00;100.00;0.00;100.00;0.00;6.21;3.12;13.21;3.03;51.09;5.12;19.80;5.40
1988;10;29;00;00;13.81;91.29;1024.40;2.40;0.00;98.71;44.12;75.21;90.42;0.00;617.66;6.69;198.77;9.83;220.49;26.24;208.48;12.03;15.66;10.92;95.00;86.00;1027.30;1021.70;100.00;69.00;100.00;0.00;100.00;0.00;100.00;20.00;9.53;3.63;15.10;5.42;46.29;13.52;16.92;7.56
1988;10;30;00;00;8.52;80.46;1025.23;0.00;0.00;100.00;2.25;10.46;100.00;0.00;1625.14;10.55;54.06;8.19;42.72;13.78;64.50;14.20;10.47;6.99;94.00;65.00;1026.20;1023.90;100.00;100.00;52.00;0.00;83.00;0.00;100.00;100.00;15.89;7.54;19.22;2.43;31.58;4.73;19.44;10.44
1988;10;31;00;00;4.04;80.67;1024.70;0.00;0.00;23.48;3.12;0.58;23.33;493.95;2984.17;9.81;58.13;12.60;64.11;29.63;76.74;22.09;9.56;-0.04;100.00;51.00;1026.70;1022.80;100.00;0.00;22.00;0.00;14.00;0.00;100.00;0.00;15.67;6.40;18.56;4.69;40.22;18.32;30.24;15.48
1988;11;01;00;00;5.45;73.88;1024.65;0.00;0.00;3.59;8.62;1.50;1.00;586.68;2959.25;3.88;124.63;4.44;130.92;16.30;150.95;7.68;12.68;-0.01;100.00;48.00;1027.10;1021.70;30.00;0.00;100.00;0.00;18.00;0.00;15.00;0.00;7.09;1.49;7.38;2.20;32.12;3.68;19.44;5.04
1988;11;02;00;00;9.53;77.83;1020.62;0.00;0.00;94.25;55.92;76.38;92.75;0.00;1321.65;8.81;241.81;13.83;255.57;40.43;277.70;21.64;14.64;4.76;90.00;66.00;1022.90;1018.80;100.00;30.00;100.00;0.00;100.00;10.00;100.00;0.00;19.96;4.12;24.06;7.18;56.22;10.40;33.84;6.84
1988;11;03;00;00;5.95;77.58;1025.43;0.00;0.00;52.83;0.00;6.50;52.83;327.24;1946.43;15.32;79.91;19.35;68.15;35.45;79.08;24.56;8.60;0.14;90.00;59.00;1027.50;1023.20;100.00;0.00;0.00;0.00;97.00;0.00;100.00;0.00;23.97;5.17;30.19;8.61;62.78;10.09;40.68;7.92
1988;11;04;00;00;1.87;74.46;1028.02;0.00;0.00;0.79;0.00;0.00;0.79;580.37;2888.94;10.89;71.29;8.81;70.60;33.48;92.93;16.28;7.82;-1.93;97.00;47.00;1029.30;1026.50;11.00;0.00;0.00;0.00;0.00;0.00;11.00;0.00;15.84;5.89;13.67;3.38;50.62;8.99;24.12;6.48
1988;11;05;00;00;5.51;75.33;1026.04;0.00;0.00;5.36;5.25;3.92;2.75;586.90;2768.79;5.48;186.17;6.14;203.82;18.43;249.25;8.40;12.64;-0.84;91.00;54.00;1028.10;1023.60;79.00;0.00;45.00;0.00;79.00;0.00;22.00;0.00;10.08;1.91;8.53;2.58;29.32;8.38;12.96;2.16
1988;11;06;00;00;7.24;82.33;1023.93;0.00;0.00;35.32;4.17;19.88;16.92;345.55;2742.98;2.42;208.41;2.98;207.50;7.06;286.62;4.56;12.93;1.73;100.00;61.00;1025.80;1021.50;100.00;0.30;22.00;0.00;97.00;0.00;100.00;0.00;4.36;1.38;4.26;0.86;16.52;2.75;6.12;1.80
1988;11;07;00;00;6.63;86.33;1022.33;0.00;0.00;36.53;8.04;0.17;35.21;364.94;2532.05;3.25;97.11;4.20;89.77;5.23;191.96;5.14;12.38;2.59;100.00;66.00;1024.00;1020.20;100.00;0.00;35.00;0.00;4.00;0.00;100.00;0.00;5.19;1.29;7.52;1.13;10.04;0.57;7.92;3.24
1988;11;08;00;00;7.44;80.88;1019.09;0.00;0.00;68.84;68.33;20.71;49.79;158.19;2483.10;4.61;104.05;5.40;113.45;7.85;180.55;7.45;14.49;1.91;100.00;59.00;1021.10;1016.10;100.00;1.20;100.00;0.00;100.00;0.00;100.00;0.00;6.00;3.98;7.16;3.91;14.33;4.13;8.64;6.12
1988;11;09;00;00;11.13;86.54;1018.60;3.70;0.00;99.21;77.58;75.50;96.33;0.31;1088.47;3.88;140.45;6.68;144.37;13.73;237.77;9.76;15.25;8.28;97.00;75.00;1019.60;1017.60;100.00;81.00;100.00;14.00;100.00;9.00;100.00;31.00;4.62;3.05;10.03;3.88;27.06;8.66;14.04;6.12
1988;11;10;00;00;13.99;89.50;1020.43;1.60;0.00;96.08;31.83;35.96;96.00;56.17;1618.91;4.36;199.77;6.38;213.38;18.24;255.31;8.88;17.32;11.37;98.00;77.00;1022.30;1019.40;100.00;6.00;100.00;0.00;100.00;0.00;100.00;6.00;8.26;2.37;8.89;3.73;26.83;9.68;15.84;1.80
1988;11;11;00;00;14.19;88.00;1024.03;0.00;0.00;60.88;43.58;28.38;60.00;271.32;2222.33;2.32;172.84;2.98;172.83;9.12;235.70;5.52;17.90;11.81;98.00;69.00;1025.60;1022.50;100.00;1.20;100.00;0.00;100.00;0.00;100.00;0.00;3.21;0.57;4.54;1.20;15.23;1.37;7.56;2.88
1988;11;12;00;00;13.11;83.04;1025.71;0.00;0.00;81.76;52.79;42.17;52.75;158.87;2275.73;3.47;169.52;5.47;168.19;12.83;255.88;7.29;18.52;8.34;100.00;60.00;1027.90;1023.60;100.00;5.10;100.00;0.00;100.00;0.00;100.00;0.00;5.24;1.70;7.58;2.78;22.39;5.20;11.52;1.80
1988;11;13;00;00;12.69;92.46;1024.93;7.10;0.00;99.38;56.96;43.83;95.92;5.74;517.09;7.70;269.26;10.78;277.83;32.06;291.00;14.88;14.88;10.26;98.00;82.00;1029.10;1023.20;100.00;85.00;100.00;0.00;100.00;0.00;100.00;17.00;12.82;3.92;14.42;7.46;48.86;14.34;20.88;11.52
1988;11;14;00;00;7.28;81.00;1030.80;0.00;0.00;60.02;54.75;6.50;58.79;290.19;2171.60;6.04;327.47;8.57;274.71;9.94;193.13;10.39;9.77;5.23;91.00;63.00;1031.80;1029.00;100.00;6.60;100.00;21.00;75.00;0.00;100.00;0.00;7.19;2.56;10.32;5.40;12.60;8.11;15.12;5.76
1988;11;15;00;00;6.28;89.38;1030.76;0.00;0.00;79.58;2.67;0.00;79.04;0.00;1570.85;5.55;168.75;7.20;20.98;16.46;55.43;13.24;8.95;3.37;99.00;75.00;1031.80;1029.10;100.00;4.20;20.00;0.00;0.00;0.00;100.00;0.00;9.38;2.28;10.81;5.07;36.38;10.91;24.84;6.12
1988;11;16;00;00;8.17;89.88;1029.30;0.00;0.00;84.11;3.88;1.29;83.75;0.00;1529.02;6.22;75.37;4.71;75.31;22.68;92.53;14.61;10.80;6.22;100.00;75.00;1031.10;1027.40;100.00;3.00;19.00;0.00;13.00;0.00;100.00;0.00;7.62;3.25;6.98;2.51;34.47;10.52;24.12;5.76
1988;11;17;00;00;8.16;82.67;1025.79;0.00;0.00;47.88;4.79;0.12;47.58;412.83;2219.66;4.23;165.60;6.74;170.15;22.48;238.31;10.88;14.55;4.15;98.00;62.00;1028.80;1022.30;100.00;0.00;18.00;0.00;1.00;0.00;100.00;0.00;5.03;3.62;11.58;3.75;44.29;7.99;16.56;7.20
1988;11;18;00;00;6.72;90.75;1021.73;2.00;0.00;66.97;14.50;15.71;57.17;31.91;788.54;9.33;229.58;16.96;243.33;53.87;265.20;24.07;11.25;1.32;97.00;76.00;1024.20;1019.70;100.00;0.30;100.00;0.00;100.00;0.00;100.00;0.00;14.42;5.07;22.16;11.31;62.78;41.57;30.60;19.80
1988;11;19;00;00;7.67;90.54;1022.18;2.80;0.00;100.00;53.00;55.83;100.00;0.00;598.08;7.67;307.37;9.93;308.07;18.28;311.55;11.23;9.29;5.51;97.00;73.00;1024.00;1020.20;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;10.37;3.90;16.20;3.95;43.21;9.42;17.28;5.76
1988;11;20;00;00;4.05;90.67;1010.12;10.20;0.00;100.00;55.38;100.00;100.00;0.00;641.69;7.96;238.96;7.24;230.42;24.15;261.03;17.07;5.10;2.69;96.00;84.00;1019.60;999.70;100.00;100.00;100.00;0.00;100.00;100.00;100.00;100.00;10.94;3.77;12.75;2.38;32.37;11.54;30.60;3.60
1988;11;21;00;00;-0.55;88.33;1012.67;7.50;0.00;73.92;0.00;45.08;73.92;244.50;1299.40;12.91;254.82;16.60;256.58;29.79;203.46;26.31;2.53;-7.15;97.00;79.00;1024.10;998.50;100.00;10.00;0.00;0.00;100.00;0.00;100.00;10.00;21.78;4.12;27.01;7.78;41.97;20.25;43.56;18.00
1988;11;22;00;00;-5.61;89.17;1028.87;0.00;0.00;48.04;0.00;4.42;46.83;290.69;1861.88;3.27;84.19;5.79;98.85;13.87;133.90;8.80;-1.70;-9.17;100.00;74.00;1032.30;1024.80;100.00;0.00;0.00;0.00;39.00;0.00;100.00;0.00;8.59;0.43;16.40;0.86;39.64;2.06;22.68;0.72
1988;11;23;00;00;-2.32;89.88;1032.11;1.10;0.00;98.42;0.25;23.96;98.42;0.00;1706.13;8.19;238.62;7.06;220.33;16.86;259.33;8.70;0.95;-6.54;95.00;85.00;1032.90;1030.20;100.00;79.00;2.00;0.00;100.00;0.00;100.00;79.00;11.84;3.21;10.93;3.71;23.97;7.45;13.68;1.44
1988;11;24;00;00;1.02;91.71;1029.67;0.00;0.00;100.00;0.08;0.00;100.00;0.00;1135.64;3.22;133.20;3.81;122.81;9.41;49.90;5.37;2.87;-0.37;96.00;83.00;1030.70;1029.00;100.00;100.00;2.00;0.00;0.00;0.00;100.00;100.00;4.66;0.79;6.35;0.29;16.95;6.11;9.72;2.88
1988;11;25;00;00;3.42;94.08;1026.39;0.00;0.00;100.00;0.17;3.33;100.00;0.00;819.69;5.80;41.90;5.21;29.53;18.42;66.24;15.39;5.02;2.14;97.00;88.00;1028.80;1023.30;100.00;100.00;4.00;0.00;37.00;0.00;100.00;100.00;9.22;4.21;7.36;3.05;27.94;13.44;20.52;9.00
1988;11;26;00;00;4.13;92.50;1022.13;0.00;0.00;88.04;19.88;0.54;87.67;0.00;917.59;4.60;60.10;3.04;53.86;11.90;80.06;7.50;6.01;3.03;99.00;83.00;1023.30;1021.00;100.00;24.00;100.00;0.00;8.00;0.00;100.00;21.00;5.47;2.85;3.78;2.43;20.08;6.06;9.00;3.96
1988;11;27;00;00;3.58;93.00;1025.06;0.00;0.00;86.21;12.62;3.04;86.21;0.00;971.88;5.69;66.82;5.17;74.19;10.76;75.93;8.71;4.83;2.19;100.00;84.00;1028.40;1022.90;100.00;14.00;100.00;0.00;29.00;0.00;100.00;14.00;8.50;3.05;13.55;2.89;25.30;6.42;16.92;3.96
1988;11;28;00;00;2.94;92.00;1026.13;0.00;0.00;94.79;56.83;54.33;62.04;0.00;1495.20;7.45;182.75;8.19;182.78;31.74;194.96;17.60;6.06;0.18;100.00;74.00;1028.50;1023.30;100.00;24.00;100.00;0.00;100.00;0.00;100.00;0.00;12.48;3.18;16.56;2.57;64.89;8.45;32.76;6.12
1988;11;29;00;00;4.80;95.88;1018.32;5.50;0.00;97.25;67.12;75.25;97.25;0.00;452.12;14.61;233.25;18.53;231.95;64.15;255.14;30.25;7.23;2.29;100.00;90.00;1023.20;1014.00;100.00;41.00;100.00;9.00;100.00;0.00;100.00;41.00;23.29;8.84;33.61;11.40;80.15;41.90;41.04;18.00
1988;11;30;00;00;8.53;96.04;1005.31;6.40;0.00;100.00;99.62;99.25;93.58;0.00;922.04;13.75;217.29;22.62;221.86;49.89;248.03;30.97;12.19;5.44;100.00;83.00;1012.80;1000.10;100.00;100.00;100.00;91.00;100.00;89.00;100.00;10.00;19.63;5.60;35.06;9.51;70.94;19.85;41.76;9.00
1988;12;01;00;00;9.37;95.83;998.84;2.40;0.00;100.00;100.00;100.00;100.00;0.00;827.70;5.61;172.82;8.68;145.47;15.90;179.85;15.60;10.68;8.38;100.00;84.00;1000.20;997.40;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;8.57;2.00;12.68;4.31;31.00;4.38;27.72;5.04
1988;12;02;00;00;8.27;96.46;999.33;6.80;0.00;99.21;100.00;92.54;99.21;0.00;601.64;6.84;301.19;7.67;266.90;13.34;250.39;9.48;10.00;6.32;99.00;90.00;1004.40;997.30;100.00;81.00;100.00;100.00;100.00;27.00;100.00;81.00;10.57;5.33;13.28;3.68;24.06;9.00;18.72;5.76
1988;12;03;00;00;6.70;91.71;1009.09;1.60;0.00;85.42;21.79;34.08;85.42;64.75;1047.53;8.15;260.70;7.84;262.94;19.70;277.96;12.95;7.80;4.89;100.00;78.00;1015.60;1004.30;100.00;20.00;100.00;0.00;100.00;0.00;100.00;20.00;9.73;5.93;10.93;5.55;34.55;9.03;19.08;8.64
1988;12;04;00;00;6.46;96.38;1009.76;15.90;0.00;90.62;84.75;87.17;90.62;0.00;374.69;23.90;220.79;27.78;221.34;67.76;246.72;46.24;8.38;4.20;100.00;92.00;1015.70;1005.00;100.00;23.00;100.00;0.00;100.00;0.00;100.00;23.00;38.24;8.79;42.28;13.46;102.79;39.19;59.40;19.80
1988;12;05;00;00;9.09;98.12;1008.73;18.10;0.00;100.00;34.54;68.12;100.00;0.00;445.89;37.87;257.26;48.15;258.08;80.14;265.22;54.52;10.65;6.78;100.00;91.00;1015.10;1001.40;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;58.03;13.39;78.20;15.54;115.67;50.41;73.80;33.84
1988;12;06;00;00;4.43;91.88;1011.75;13.00;0.00;100.00;0.00;64.12;100.00;0.00;809.01;26.15;280.67;32.10;283.97;53.43;292.74;35.05;9.40;2.93;100.00;82.00;1017.80;1001.40;100.00;100.00;0.00;0.00;100.00;0.00;100.00;100.00;43.45;9.16;51.51;13.57;75.73;21.35;52.92;18.72
1988;12;07;00;00;3.17;92.38;1024.21;6.70;0.00;83.12;0.12;46.42;83.12;168.33;1051.09;14.82;279.95;17.02;283.61;31.53;311.88;20.18;4.46;2.21;98.00;83.00;1031.30;1018.60;100.00;10.00;2.00;0.00;100.00;0.00;100.00;10.00;30.19;5.90;40.03;3.97;68.69;11.10;37.08;5.04
1988;12;08;00;00;3.47;90.96;1032.79;0.00;0.00;98.42;10.58;48.54;98.42;13.74;931.83;5.97;259.93;5.18;254.67;11.04;310.25;5.56;5.18;2.54;96.00;81.00;1034.40;1031.40;100.00;62.00;97.00;0.00;100.00;0.00;100.00;62.00;8.59;4.76;7.30;3.85;15.34;5.72;10.44;2.88
1988;12;09;00;00;3.01;95.42;1031.89;7.90;0.00;100.00;38.12;55.67;100.00;0.00;776.08;9.72;221.68;11.82;211.89;30.89;279.90;17.37;4.06;2.23;98.00;92.00;1033.90;1030.40;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;13.84;4.43;18.05;5.06;51.06;12.57;25.92;6.84
1988;12;10;00;00;4.86;97.67;1030.04;11.10;0.00;100.00;51.58;59.29;100.00;0.00;451.23;9.00;233.08;10.34;228.97;30.43;294.59;13.60;6.67;3.16;100.00;94.00;1033.20;1028.70;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;11.71;6.44;15.06;4.99;49.82;16.15;19.80;6.84
1988;12;11;00;00;6.63;97.50;1032.30;0.00;0.00;100.00;5.00;3.38;100.00;0.00;515.31;7.82;250.67;7.04;236.34;18.78;285.57;11.02;7.87;5.89;100.00;93.00;1033.50;1030.60;100.00;100.00;100.00;0.00;78.00;0.00;100.00;100.00;10.33;6.14;9.34;5.20;27.20;13.32;17.64;6.84
1988;12;12;00;00;4.68;93.12;1028.96;3.50;0.00;97.21;33.17;37.54;97.21;0.00;525.99;12.25;262.46;11.40;256.35;32.21;284.42;18.28;6.22;3.77;97.00;86.00;1032.70;1026.70;100.00;33.00;100.00;0.00;100.00;0.00;100.00;33.00;18.11;5.60;14.03;8.19;63.39;11.52;27.72;5.04
